objectid,stationcode,sampledate,projectcode,eventcode,protocolcode,agencycode,samplecomments,locationcode,geometryshape,collectionmethodcode,sampletypecode,replicate,collectiondevicename,sievesize,collectiondepth,unitcollectiondepth,sampleid,benthiccollectioncomments,grabsize,unitgrabsize,replicatename,replicatecollectiondate,numberjars,benthiccollectiondetailcomments,agencycode_labeffort,personnelcode_labeffort,percentsamplecounted,totalgrids,gridsanalyzed,gridsvolumeanalyzed,targetorganismcount,actualorganismcount,extraorganismcount,qcorganismcount,discardedorganismcount,effortqacode,benthiclabeffortcomments,finalid,lifestagecode,baresult,result,unitname,resqualcode,qacode,compliancecode,batchverificationcode,taxonomicqualifier,excludedtaxa,personnelcode_result,labsampleid,enterdate,benthicresultcomments,distinctcode,record_origin,origin_lastupdatedate,record_publish,originalid,login_agency,login_owner,login_year,login_email,login_project,globalid,created_user,created_date,last_edited_user,last_edited_date,collectiontime,ceden_publish,asci_sampleid,masterid
32433130,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Encyonema hamsherae,NR,2,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433131,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Epithemia turgida,NR,1,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433132,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Frustulia crassinervia,NR,1,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433133,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Gomphonema drutelingense,NR,4,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433134,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Gomphonema micropus,NR,44,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433135,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Halamphora veneta,NR,26,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433136,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Luticola mutica,NR,1,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433137,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Melosira varians,NR,1,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433138,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Meridion constrictum,NR,7,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433139,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Navicula veneta,NR,8,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433140,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Nitzschia linearis,NR,30,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433141,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Nitzschia palea var debilis,NR,13,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433142,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Nitzschia recta,NR,4,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433143,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Planothidium amphibium,NR,318,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433144,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Planothidium engelbrechtii,NR,18,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433145,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Planothidium frequentissimum,NR,25,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433146,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Planothidium lanceolatum,NR,53,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433147,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Sellaphora saugerresii,NR,4,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433148,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Sellaphora seminulum,NR,8,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433149,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Surirella angusta,NR,2,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433150,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Integrated,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,600,600,0.00000000,0.00000000,NA,NA,NA,Ulnaria ulna,NR,19,NA,count,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433151,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Macroalgae,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,Closterium acerosum,NR,NA,13790322.58100000,um3/cm2,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433152,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Macroalgae,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,Microspora pachyderma,NR,NA,137903225.81000000,um3/cm2,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433153,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Macroalgae,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,Nostoc paludosum,NR,NA,24822580645.00000000,um3/cm2,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433154,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Macroalgae,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,Oedogonium capilliforme,Not Recorded,NA,275806451.61000000,um3/cm2,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433155,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Macroalgae,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,Oedogonium sp 1,Not Recorded,NA,13790322.58100000,um3/cm2,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433156,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Macroalgae,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,Oedogonium sp 10,Not Recorded,NA,13790322.58100000,um3/cm2,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433157,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Macroalgae,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,Oedogonium vaucherii,Not Recorded,NA,275806451.61000000,um3/cm2,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433158,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Macroalgae,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,Spirogyra sp 5,Not Recorded,NA,68951612.90300001,um3/cm2,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433159,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Macroalgae,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,Spirogyra sp 7,Not Recorded,NA,55161290.32300000,um3/cm2,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433160,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Macroalgae,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,Spirogyra teodoresci,Not Recorded,NA,275806451.61000000,um3/cm2,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433162,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Macroalgae,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,Vaucheria sp 1,Not Recorded,NA,68951612.90300001,um3/cm2,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433163,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Macroalgae,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,Vaucheria sp 2,Not Recorded,NA,13790322.58100000,um3/cm2,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433164,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Macroalgae,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,NA,NA,NA,NA,NA,0.00000000,0.00000000,NA,NA,NA,Zygnema sp 1,NR,NA,27580645.16100000,um3/cm2,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433165,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Microalgae,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,40.00000000,3.00000000,NA,300,320,0.00000000,0.00000000,NA,NA,NA,Aphanothece clathrata,NR,NA,2.41781962,um3/cm2,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433166,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Microalgae,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,40.00000000,3.00000000,NA,300,320,0.00000000,0.00000000,NA,NA,NA,Aphanothece minutissima,NR,NA,178.30732226,um3/cm2,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
32433167,901NP9LCC,2017-05-10T07:00:00Z,RWB9_NPS_2017,NA,SWAMP_2016_WS,Aquatic Bioassessment Lab - DFW,NA,X,Point,Algae_SWAMP,Microalgae,1,RubDelim & SyrScrub,None,NA,m,NA,NA,124,cm2,NA,NA,NA,NA,Aquatic Bioassessment Lab - DFW,NA,NA,40.00000000,3.00000000,NA,300,320,0.00000000,0.00000000,NA,NA,NA,Closterium parvulum var maius,NR,NA,1049.55570340,um3/cm2,=,None,NA,NA,None,NA,NA,NA,NA,NA,0,CEDEN,NA,NA,NA,NA,NA,NA,NA,NA,{00000000-0000-0000-0000-000000000000},NA,NA,NA,1970-01-01T08:00:00Z,09:15,NA,901NP9LCC_2017-05-10_1,901NP9LCC
