objectid,stationcode,sampledate,agencycode,replicate,sampleid,benthiccollectioncomments,grabsize,percentsamplecounted,totalgrids,gridsanalyzed,gridsvolumeanalyzed,targetorganismcount,actualorganismcount,extraorganismcount,qcorganismcount,discardedorganismcount,benthiclabeffortcomments,finalid,lifestagecode,distinctcode,baresult,resqualcode,qacode,taxonomicqualifier,personnelcode_labeffort,personnelcode_results,labsampleid,locationcode,samplecomments,collectionmethodcode,effortqacode,record_origin,origin_lastupdatedate,record_publish,csci_sampleid,agencyname,collectionmethodname,originalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,login_owner,login_year,login_project,submissionid,ceden_publish,sampleinfo_originalid,bmisampleid,masterid
1569813809,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Baetis,L,0,3,=,None,D,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813810,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Baetis adonis,L,0,1,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813811,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Bezzia/ Palpomyia,L,0,8,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813812,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Brillia,L,0,14,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813813,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Centroptilum,L,0,1,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813814,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Coenagrionidae,L,0,1,=,None,I,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813815,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Corynoneura,L,0,32,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813816,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Cricotopus,L,0,1,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813817,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Eukiefferiella,L,0,50,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813818,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Eukiefferiella,P,0,2,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813819,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Heterlimnius,A,0,1,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813820,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Libellulidae,L,0,4,=,None,I,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813821,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Micropsectra,L,0,10,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813822,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Micropsectra/ Tanytarsus,L,0,34,=,None,I,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813824,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Orthocladiinae,L,0,72,=,None,I,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813825,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Orthocladiinae,P,0,2,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813826,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Orthocladius complex,L,0,6,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813827,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Ostracoda,X,0,1,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813828,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Parametriocnemus,L,0,7,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813829,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Pentaneura,L,0,3,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813830,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Physa,X,0,3,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813831,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Polypedilum,L,0,35,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813832,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Rheotanytarsus,L,0,6,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813833,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Simuliidae,L,0,1,=,None,I,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813834,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Simulium,L,0,169,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813835,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Simulium,P,0,4,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813836,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Stictotarsus,L,0,1,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813837,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Tanypodinae,L,0,1,=,None,I,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813838,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Tanytarsini,L,0,1,=,None,I,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813839,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Thienemanniella,L,0,91,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813840,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Trombidiformes,X,0,1,=,None,D,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813841,901NP9LCC,2017-05-10T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,20,20,600,600,314,6,NA,NA,Zavrelimyia/ Paramerina,L,0,1,=,None,None,NA,NA,22336,X,NA,BMI_RWB,None,CEDEN,NA,NA,901NP9LCC_05102017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9LCC
1569813842,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Bezzia/ Palpomyia,L,0,1,=,None,None,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813843,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Brillia,L,0,2,=,None,None,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813844,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Chironomini,L,0,42,=,None,I,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813845,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Chironomus,L,0,71,=,None,None,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813846,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Diamesa,L,0,20,=,None,None,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813847,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Diamesa,P,0,5,=,None,None,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813848,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Eukiefferiella,L,0,38,=,None,None,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813849,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Hydrobaenus,L,0,7,=,None,None,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813850,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Krenosmittia,L,0,3,=,None,None,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813851,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Mesocricotopus,L,0,11,=,None,None,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813852,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Micropsectra/ Tanytarsus,L,0,39,=,None,None,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813853,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Oligochaeta,X,0,4,=,None,None,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813854,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Orthocladiinae,L,0,257,=,None,I,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813855,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Orthocladiinae,P,0,41,=,None,None,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813856,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Orthocladius complex,L,0,1,=,None,None,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813857,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Parametriocnemus,L,0,3,=,None,None,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813858,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Perlodidae,L,0,2,=,None,I,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813859,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Simulium,L,0,6,=,None,None,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813860,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Taenionema,L,0,14,=,None,None,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813861,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Tanypodinae,L,0,1,=,None,I,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
1569813862,901NP9MRC,2017-03-27T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.99,NA,52,16,11.25,600,601,6,2,NA,NA,Tanytarsini,L,0,5,=,None,I,NA,NA,22377,X,<25 cobbles found,BMI_RWB,None,CEDEN,NA,NA,901NP9MRC_03272017_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,901NP9MRC
